instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,hour_of_day,day_of_week,is_weekend,temp_actual,atemp_actual,hum_actual,windspeed_actual,weather_desc,season_desc,casual_ratio,time_category,season_weather,day_type,check_cnt
14398,2012-08-28,3,1,8,2,0,2,1,1,0.68,0.6364,0.83,0.2537,2,13,15,2012,8,28,2,1,0,23.96,26.002399999999994,83.0,16.997899999999998,Clear/Partly Cloudy,Fall,0.13333333333333333,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,15
14399,2012-08-28,3,1,8,3,0,2,1,1,0.66,0.5909,0.89,0.1343,0,4,4,2012,8,28,3,1,0,23.020000000000003,22.9994,89.0,8.9981,Clear/Partly Cloudy,Fall,0.0,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,4
14400,2012-08-28,3,1,8,4,0,2,1,1,0.66,0.6061,0.83,0.1343,2,6,8,2012,8,28,4,1,0,23.020000000000003,24.0026,83.0,8.9981,Clear/Partly Cloudy,Fall,0.25,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,8
14401,2012-08-28,3,1,8,5,0,2,1,2,0.66,0.6061,0.83,0.0896,3,39,42,2012,8,28,5,1,0,23.020000000000003,24.0026,83.0,6.0032,Misty/Cloudy,Fall,0.07142857142857142,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,42
14402,2012-08-28,3,1,8,6,0,2,1,2,0.66,0.5909,0.89,0.1045,3,144,147,2012,8,28,6,1,0,23.020000000000003,22.9994,89.0,7.0015,Misty/Cloudy,Fall,0.02040816326530612,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,147
14403,2012-08-28,3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.1045,14,255,269,2012,8,28,7,1,0,23.020000000000003,24.0026,83.0,7.0015,Misty/Cloudy,Fall,0.05204460966542751,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,269
14404,2012-08-28,3,1,8,8,0,2,1,2,0.66,0.6212,0.85,0.1045,25,499,524,2012,8,28,8,1,0,23.020000000000003,24.999200000000002,85.0,7.0015,Misty/Cloudy,Fall,0.04770992366412214,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,524
14405,2012-08-28,3,1,8,9,0,2,1,2,0.7,0.6667,0.79,0.1642,44,351,395,2012,8,28,9,1,0,24.9,28.002199999999995,79.0,11.0014,Misty/Cloudy,Fall,0.11139240506329114,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,395
14406,2012-08-28,3,1,8,10,0,2,1,1,0.74,0.6818,0.62,0.2537,39,165,204,2012,8,28,10,1,0,26.78,28.998799999999996,62.0,16.997899999999998,Clear/Partly Cloudy,Fall,0.19117647058823528,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,204
14407,2012-08-28,3,1,8,11,0,2,1,1,0.78,0.7273,0.55,0.2537,47,171,218,2012,8,28,11,1,0,28.660000000000004,32.001799999999996,55.00000000000001,16.997899999999998,Clear/Partly Cloudy,Fall,0.21559633027522937,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,218
14408,2012-08-28,3,1,8,12,0,2,1,1,0.8,0.7424,0.49,0.2836,56,241,297,2012,8,28,12,1,0,29.6,32.9984,49.0,19.0012,Clear/Partly Cloudy,Fall,0.18855218855218855,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,297
14409,2012-08-28,3,1,8,13,0,2,1,1,0.82,0.7424,0.43,0.2985,56,232,288,2012,8,28,13,1,0,30.54,32.9984,43.0,19.999499999999998,Clear/Partly Cloudy,Fall,0.19444444444444445,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,288
14410,2012-08-28,3,1,8,14,0,2,1,1,0.84,0.7424,0.38,0.3284,72,179,251,2012,8,28,14,1,0,31.479999999999997,32.9984,38.0,22.0028,Clear/Partly Cloudy,Fall,0.2868525896414343,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,251
14411,2012-08-28,3,1,8,15,0,2,1,1,0.82,0.7273,0.34,0.2985,59,258,317,2012,8,28,15,1,0,30.54,32.001799999999996,34.0,19.999499999999998,Clear/Partly Cloudy,Fall,0.1861198738170347,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,317
14412,2012-08-28,3,1,8,16,0,2,1,1,0.82,0.7121,0.33,0.3284,84,396,480,2012,8,28,16,1,0,30.54,30.998599999999996,33.0,22.0028,Clear/Partly Cloudy,Fall,0.175,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,480
14413,2012-08-28,3,1,8,17,0,2,1,1,0.8,0.697,0.35,0.3881,90,499,589,2012,8,28,17,1,0,29.6,30.001999999999995,35.0,26.0027,Clear/Partly Cloudy,Fall,0.15280135823429541,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,589
14414,2012-08-28,3,1,8,18,0,2,1,1,0.78,0.697,0.4,0.2537,82,499,581,2012,8,28,18,1,0,28.660000000000004,30.001999999999995,40.0,16.997899999999998,Clear/Partly Cloudy,Fall,0.14113597246127366,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,581
14415,2012-08-28,3,1,8,19,0,2,1,1,0.74,0.6667,0.45,0.1642,82,499,581,2012,8,28,19,1,0,26.78,28.002199999999995,45.0,11.0014,Clear/Partly Cloudy,Fall,0.14113597246127366,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,581
14416,2012-08-28,3,1,8,20,0,2,1,1,0.72,0.6667,0.48,0.1045,87,348,435,2012,8,28,20,1,0,25.839999999999996,28.002199999999995,48.0,7.0015,Clear/Partly Cloudy,Fall,0.2,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,435
14417,2012-08-28,3,1,8,21,0,2,1,1,0.72,0.6667,0.48,0.0896,38,276,314,2012,8,28,21,1,0,25.839999999999996,28.002199999999995,48.0,6.0032,Clear/Partly Cloudy,Fall,0.12101910828025478,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,314
14418,2012-08-28,3,1,8,22,0,2,1,1,0.7,0.6515,0.54,0.0,20,196,216,2012,8,28,22,1,0,24.9,26.998999999999995,54.0,0.0,Clear/Partly Cloudy,Fall,0.09259259259259259,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,216
14419,2012-08-28,3,1,8,23,0,2,1,1,0.68,0.6364,0.57,0.0,17,92,109,2012,8,28,23,1,0,23.96,26.002399999999994,56.99999999999999,0.0,Clear/Partly Cloudy,Fall,0.1559633027522936,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,109
14420,2012-08-29,3,1,8,0,0,3,1,1,0.66,0.6212,0.69,0.0,8,39,47,2012,8,29,0,2,0,23.020000000000003,24.999200000000002,69.0,0.0,Clear/Partly Cloudy,Fall,0.1702127659574468,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,47
14421,2012-08-29,3,1,8,1,0,3,1,1,0.64,0.6061,0.69,0.1343,2,12,14,2012,8,29,1,2,0,22.080000000000002,24.0026,69.0,8.9981,Clear/Partly Cloudy,Fall,0.14285714285714285,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,14
14422,2012-08-29,3,1,8,2,0,3,1,1,0.62,0.5909,0.73,0.1343,2,4,6,2012,8,29,2,2,0,21.14,22.9994,73.0,8.9981,Clear/Partly Cloudy,Fall,0.3333333333333333,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,6
14423,2012-08-29,3,1,8,3,0,3,1,1,0.62,0.5909,0.73,0.1045,0,9,9,2012,8,29,3,2,0,21.14,22.9994,73.0,7.0015,Clear/Partly Cloudy,Fall,0.0,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,9
14424,2012-08-29,3,1,8,4,0,3,1,1,0.6,0.5909,0.73,0.2239,2,8,10,2012,8,29,4,2,0,20.2,22.9994,73.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.2,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,10
14425,2012-08-29,3,1,8,5,0,3,1,1,0.6,0.5909,0.73,0.194,3,37,40,2012,8,29,5,2,0,20.2,22.9994,73.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.075,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,40
14426,2012-08-29,3,1,8,6,0,3,1,1,0.6,0.5909,0.73,0.194,6,175,181,2012,8,29,6,2,0,20.2,22.9994,73.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.03314917127071823,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,181
14427,2012-08-29,3,1,8,7,0,3,1,1,0.64,0.6061,0.65,0.0896,23,499,522,2012,8,29,7,2,0,22.080000000000002,24.0026,65.0,6.0032,Clear/Partly Cloudy,Fall,0.044061302681992334,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,522
14428,2012-08-29,3,1,8,8,0,3,1,1,0.66,0.6212,0.61,0.1642,28,499,527,2012,8,29,8,2,0,23.020000000000003,24.999200000000002,61.0,11.0014,Clear/Partly Cloudy,Fall,0.05313092979127135,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,527
14429,2012-08-29,3,1,8,9,0,3,1,1,0.7,0.6515,0.51,0.194,40,308,348,2012,8,29,9,2,0,24.9,26.998999999999995,51.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.11494252873563218,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,348
14430,2012-08-29,3,1,8,10,0,3,1,1,0.72,0.6667,0.48,0.1642,34,144,178,2012,8,29,10,2,0,25.839999999999996,28.002199999999995,48.0,11.0014,Clear/Partly Cloudy,Fall,0.19101123595505617,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,178
14431,2012-08-29,3,1,8,11,0,3,1,1,0.72,0.6515,0.45,0.0,67,186,253,2012,8,29,11,2,0,25.839999999999996,26.998999999999995,45.0,0.0,Clear/Partly Cloudy,Fall,0.2648221343873518,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,253
14432,2012-08-29,3,1,8,12,0,3,1,1,0.76,0.6818,0.4,0.0,79,281,360,2012,8,29,12,2,0,27.72,28.998799999999996,40.0,0.0,Clear/Partly Cloudy,Fall,0.21944444444444444,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,360
14433,2012-08-29,3,1,8,13,0,3,1,1,0.74,0.6667,0.42,0.0,68,232,300,2012,8,29,13,2,0,26.78,28.002199999999995,42.0,0.0,Clear/Partly Cloudy,Fall,0.22666666666666666,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,300
14434,2012-08-29,3,1,8,14,0,3,1,1,0.76,0.6818,0.4,0.0896,87,214,301,2012,8,29,14,2,0,27.72,28.998799999999996,40.0,6.0032,Clear/Partly Cloudy,Fall,0.28903654485049834,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,301
14435,2012-08-29,3,1,8,15,0,3,1,1,0.76,0.6818,0.4,0.194,96,242,338,2012,8,29,15,2,0,27.72,28.998799999999996,40.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.28402366863905326,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,338
14436,2012-08-29,3,1,8,16,0,3,1,1,0.76,0.6667,0.37,0.1343,104,389,493,2012,8,29,16,2,0,27.72,28.002199999999995,37.0,8.9981,Clear/Partly Cloudy,Fall,0.21095334685598377,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,493
14437,2012-08-29,3,1,8,17,0,3,1,1,0.78,0.6818,0.35,0.2239,108,499,607,2012,8,29,17,2,0,28.660000000000004,28.998799999999996,35.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.17792421746293247,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,607
14438,2012-08-29,3,1,8,18,0,3,1,1,0.74,0.6667,0.42,0.1642,114,499,613,2012,8,29,18,2,0,26.78,28.002199999999995,42.0,11.0014,Clear/Partly Cloudy,Fall,0.1859706362153344,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,613
14439,2012-08-29,3,1,8,19,0,3,1,1,0.7,0.6515,0.54,0.194,114,499,613,2012,8,29,19,2,0,24.9,26.998999999999995,54.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.1859706362153344,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,613
14440,2012-08-29,3,1,8,20,0,3,1,1,0.68,0.6364,0.57,0.0,49,378,427,2012,8,29,20,2,0,23.96,26.002399999999994,56.99999999999999,0.0,Clear/Partly Cloudy,Fall,0.11475409836065574,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,427
14441,2012-08-29,3,1,8,21,0,3,1,1,0.66,0.6212,0.54,0.1045,48,265,313,2012,8,29,21,2,0,23.020000000000003,24.999200000000002,54.0,7.0015,Clear/Partly Cloudy,Fall,0.15335463258785942,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,313
14442,2012-08-29,3,1,8,22,0,3,1,1,0.66,0.6212,0.54,0.0,50,185,235,2012,8,29,22,2,0,23.020000000000003,24.999200000000002,54.0,0.0,Clear/Partly Cloudy,Fall,0.2127659574468085,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,235
14443,2012-08-29,3,1,8,23,0,3,1,1,0.66,0.6212,0.57,0.0,34,123,157,2012,8,29,23,2,0,23.020000000000003,24.999200000000002,56.99999999999999,0.0,Clear/Partly Cloudy,Fall,0.21656050955414013,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,157
14444,2012-08-30,3,1,8,0,0,4,1,1,0.64,0.6061,0.69,0.0,14,51,65,2012,8,30,0,3,0,22.080000000000002,24.0026,69.0,0.0,Clear/Partly Cloudy,Fall,0.2153846153846154,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,65
14445,2012-08-30,3,1,8,1,0,4,1,1,0.64,0.6061,0.65,0.0,6,17,23,2012,8,30,1,3,0,22.080000000000002,24.0026,65.0,0.0,Clear/Partly Cloudy,Fall,0.2608695652173913,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,23
14446,2012-08-30,3,1,8,2,0,4,1,1,0.62,0.5909,0.73,0.0,3,14,17,2012,8,30,2,3,0,21.14,22.9994,73.0,0.0,Clear/Partly Cloudy,Fall,0.17647058823529413,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,17
14447,2012-08-30,3,1,8,3,0,4,1,1,0.62,0.5909,0.73,0.0,0,5,5,2012,8,30,3,3,0,21.14,22.9994,73.0,0.0,Clear/Partly Cloudy,Fall,0.0,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,5
14448,2012-08-30,3,1,8,4,0,4,1,1,0.62,0.5909,0.73,0.0,4,4,8,2012,8,30,4,3,0,21.14,22.9994,73.0,0.0,Clear/Partly Cloudy,Fall,0.5,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,8
14449,2012-08-30,3,1,8,5,0,4,1,1,0.62,0.5909,0.73,0.0,2,33,35,2012,8,30,5,3,0,21.14,22.9994,73.0,0.0,Clear/Partly Cloudy,Fall,0.05714285714285714,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,35
14450,2012-08-30,3,1,8,6,0,4,1,1,0.6,0.5606,0.83,0.1642,8,155,163,2012,8,30,6,3,0,20.2,20.9996,83.0,11.0014,Clear/Partly Cloudy,Fall,0.049079754601226995,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,163
14451,2012-08-30,3,1,8,7,0,4,1,1,0.64,0.6061,0.73,0.0,31,499,530,2012,8,30,7,3,0,22.080000000000002,24.0026,73.0,0.0,Clear/Partly Cloudy,Fall,0.05849056603773585,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,530
14452,2012-08-30,3,1,8,8,0,4,1,1,0.66,0.6212,0.65,0.0,53,499,552,2012,8,30,8,3,0,23.020000000000003,24.999200000000002,65.0,0.0,Clear/Partly Cloudy,Fall,0.09601449275362318,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,552
14453,2012-08-30,3,1,8,9,0,4,1,1,0.7,0.6515,0.58,0.0,57,339,396,2012,8,30,9,3,0,24.9,26.998999999999995,57.99999999999999,0.0,Clear/Partly Cloudy,Fall,0.14393939393939395,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,396
14454,2012-08-30,3,1,8,10,0,4,1,1,0.72,0.6667,0.54,0.0,73,161,234,2012,8,30,10,3,0,25.839999999999996,28.002199999999995,54.0,0.0,Clear/Partly Cloudy,Fall,0.31196581196581197,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,234
14455,2012-08-30,3,1,8,11,0,4,1,1,0.76,0.6818,0.4,0.0896,85,191,276,2012,8,30,11,3,0,27.72,28.998799999999996,40.0,6.0032,Clear/Partly Cloudy,Fall,0.3079710144927536,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,276
14456,2012-08-30,3,1,8,12,0,4,1,1,0.76,0.6818,0.45,0.1343,73,221,294,2012,8,30,12,3,0,27.72,28.998799999999996,45.0,8.9981,Clear/Partly Cloudy,Fall,0.24829931972789115,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,294
14457,2012-08-30,3,1,8,13,0,4,1,1,0.76,0.6818,0.48,0.1045,76,214,290,2012,8,30,13,3,0,27.72,28.998799999999996,48.0,7.0015,Clear/Partly Cloudy,Fall,0.2620689655172414,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,290
14458,2012-08-30,3,1,8,14,0,4,1,1,0.76,0.6818,0.48,0.1343,74,199,273,2012,8,30,14,3,0,27.72,28.998799999999996,48.0,8.9981,Clear/Partly Cloudy,Fall,0.27106227106227104,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,273
14459,2012-08-30,3,1,8,15,0,4,1,1,0.8,0.7273,0.46,0.1642,99,239,338,2012,8,30,15,3,0,29.6,32.001799999999996,46.0,11.0014,Clear/Partly Cloudy,Fall,0.29289940828402367,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,338
14460,2012-08-30,3,1,8,16,0,4,1,1,0.8,0.7273,0.43,0.1642,77,405,482,2012,8,30,16,3,0,29.6,32.001799999999996,43.0,11.0014,Clear/Partly Cloudy,Fall,0.15975103734439833,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,482
14461,2012-08-30,3,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.2239,93,499,592,2012,8,30,17,3,0,30.54,32.001799999999996,34.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.1570945945945946,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,592
14462,2012-08-30,3,1,8,18,0,4,1,1,0.8,0.7121,0.38,0.1343,109,499,608,2012,8,30,18,3,0,29.6,30.998599999999996,38.0,8.9981,Clear/Partly Cloudy,Fall,0.17927631578947367,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,608
14463,2012-08-30,3,1,8,19,0,4,1,1,0.76,0.6818,0.48,0.1343,78,499,577,2012,8,30,19,3,0,27.72,28.998799999999996,48.0,8.9981,Clear/Partly Cloudy,Fall,0.13518197573656845,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,577
14464,2012-08-30,3,1,8,20,0,4,1,1,0.74,0.6818,0.58,0.1642,68,403,471,2012,8,30,20,3,0,26.78,28.998799999999996,57.99999999999999,11.0014,Clear/Partly Cloudy,Fall,0.14437367303609341,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,471
14465,2012-08-30,3,1,8,21,0,4,1,1,0.72,0.6818,0.66,0.1343,32,275,307,2012,8,30,21,3,0,25.839999999999996,28.998799999999996,66.0,8.9981,Clear/Partly Cloudy,Fall,0.10423452768729642,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,307
14466,2012-08-30,3,1,8,22,0,4,1,1,0.7,0.6515,0.7,0.0,38,253,291,2012,8,30,22,3,0,24.9,26.998999999999995,70.0,0.0,Clear/Partly Cloudy,Fall,0.13058419243986255,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,291
14467,2012-08-30,3,1,8,23,0,4,1,1,0.7,0.6667,0.74,0.1045,19,133,152,2012,8,30,23,3,0,24.9,28.002199999999995,74.0,7.0015,Clear/Partly Cloudy,Fall,0.125,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,152
14468,2012-08-31,3,1,8,0,0,5,1,1,0.68,0.6364,0.83,0.1642,13,69,82,2012,8,31,0,4,0,23.96,26.002399999999994,83.0,11.0014,Clear/Partly Cloudy,Fall,0.15853658536585366,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,82
14469,2012-08-31,3,1,8,1,0,5,1,1,0.68,0.6364,0.83,0.1642,8,24,32,2012,8,31,1,4,0,23.96,26.002399999999994,83.0,11.0014,Clear/Partly Cloudy,Fall,0.25,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,32
14470,2012-08-31,3,1,8,2,0,5,1,1,0.66,0.5909,0.89,0.1343,9,11,20,2012,8,31,2,4,0,23.020000000000003,22.9994,89.0,8.9981,Clear/Partly Cloudy,Fall,0.45,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,20
14471,2012-08-31,3,1,8,3,0,5,1,1,0.66,0.5909,0.89,0.1045,3,2,5,2012,8,31,3,4,0,23.020000000000003,22.9994,89.0,7.0015,Clear/Partly Cloudy,Fall,0.6,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,5
14472,2012-08-31,3,1,8,4,0,5,1,1,0.64,0.5758,0.89,0.1343,0,7,7,2012,8,31,4,4,0,22.080000000000002,22.0028,89.0,8.9981,Clear/Partly Cloudy,Fall,0.0,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,7
14473,2012-08-31,3,1,8,5,0,5,1,1,0.64,0.5758,0.89,0.1642,2,27,29,2012,8,31,5,4,0,22.080000000000002,22.0028,89.0,11.0014,Clear/Partly Cloudy,Fall,0.06896551724137931,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,29
14474,2012-08-31,3,1,8,6,0,5,1,2,0.64,0.5758,0.89,0.1642,7,101,108,2012,8,31,6,4,0,22.080000000000002,22.0028,89.0,11.0014,Misty/Cloudy,Fall,0.06481481481481481,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,108
14475,2012-08-31,3,1,8,7,0,5,1,2,0.64,0.5758,0.89,0.0896,21,400,421,2012,8,31,7,4,0,22.080000000000002,22.0028,89.0,6.0032,Misty/Cloudy,Fall,0.0498812351543943,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,421
14476,2012-08-31,3,1,8,8,0,5,1,2,0.7,0.6667,0.74,0.0,36,499,535,2012,8,31,8,4,0,24.9,28.002199999999995,74.0,0.0,Misty/Cloudy,Fall,0.06728971962616823,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,535
14477,2012-08-31,3,1,8,9,0,5,1,1,0.74,0.697,0.7,0.0,61,337,398,2012,8,31,9,4,0,26.78,30.001999999999995,70.0,0.0,Clear/Partly Cloudy,Fall,0.15326633165829145,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,398
14478,2012-08-31,3,1,8,10,0,5,1,1,0.76,0.7121,0.62,0.0896,59,197,256,2012,8,31,10,4,0,27.72,30.998599999999996,62.0,6.0032,Clear/Partly Cloudy,Fall,0.23046875,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,256
14479,2012-08-31,3,1,8,11,0,5,1,1,0.86,0.7424,0.28,0.2985,88,221,309,2012,8,31,11,4,0,32.42,32.9984,28.000000000000004,19.999499999999998,Clear/Partly Cloudy,Fall,0.284789644012945,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,309
14480,2012-08-31,3,1,8,12,0,5,1,1,0.86,0.7424,0.26,0.2537,114,290,404,2012,8,31,12,4,0,32.42,32.9984,26.0,16.997899999999998,Clear/Partly Cloudy,Fall,0.28217821782178215,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,404
14481,2012-08-31,3,1,8,13,0,5,1,1,0.88,0.7576,0.27,0.3284,97,271,368,2012,8,31,13,4,0,33.36,34.0016,27.0,22.0028,Clear/Partly Cloudy,Fall,0.26358695652173914,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,368
14482,2012-08-31,3,1,8,14,0,5,1,1,0.9,0.7727,0.25,0.2239,112,324,436,2012,8,31,14,4,0,34.300000000000004,34.998200000000004,25.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.25688073394495414,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,436
14483,2012-08-31,3,1,8,15,0,5,1,1,0.9,0.7879,0.27,0.2985,109,417,526,2012,8,31,15,4,0,34.300000000000004,36.001400000000004,27.0,19.999499999999998,Clear/Partly Cloudy,Fall,0.20722433460076045,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,526
14484,2012-08-31,3,1,8,16,0,5,1,1,0.9,0.7879,0.27,0.2537,111,417,528,2012,8,31,16,4,0,34.300000000000004,36.001400000000004,27.0,16.997899999999998,Clear/Partly Cloudy,Fall,0.21022727272727273,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,528
14485,2012-08-31,3,1,8,17,0,5,1,1,0.88,0.7727,0.32,0.1642,114,488,602,2012,8,31,17,4,0,33.36,34.998200000000004,32.0,11.0014,Clear/Partly Cloudy,Fall,0.1893687707641196,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,602
14486,2012-08-31,3,1,8,18,0,5,1,1,0.86,0.7576,0.36,0.2537,87,459,546,2012,8,31,18,4,0,32.42,34.0016,36.0,16.997899999999998,Clear/Partly Cloudy,Fall,0.15934065934065933,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,546
14487,2012-08-31,3,1,8,19,0,5,1,1,0.8,0.7424,0.49,0.1343,91,361,452,2012,8,31,19,4,0,29.6,32.9984,49.0,8.9981,Clear/Partly Cloudy,Fall,0.2013274336283186,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,452
14488,2012-08-31,3,1,8,20,0,5,1,1,0.8,0.7424,0.49,0.1343,102,254,356,2012,8,31,20,4,0,29.6,32.9984,49.0,8.9981,Clear/Partly Cloudy,Fall,0.28651685393258425,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,356
14489,2012-08-31,3,1,8,21,0,5,1,1,0.76,0.7121,0.58,0.194,71,232,303,2012,8,31,21,4,0,27.72,30.998599999999996,57.99999999999999,12.998000000000001,Clear/Partly Cloudy,Fall,0.23432343234323433,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,303
14490,2012-08-31,3,1,8,22,0,5,1,1,0.76,0.7121,0.58,0.194,65,212,277,2012,8,31,22,4,0,27.72,30.998599999999996,57.99999999999999,12.998000000000001,Clear/Partly Cloudy,Fall,0.23465703971119134,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,277
14491,2012-08-31,3,1,8,23,0,5,1,1,0.74,0.6818,0.62,0.1045,32,142,174,2012,8,31,23,4,0,26.78,28.998799999999996,62.0,7.0015,Clear/Partly Cloudy,Fall,0.1839080459770115,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,174
14492,2012-09-01,3,1,9,0,0,6,0,1,0.74,0.6818,0.62,0.1045,22,146,168,2012,9,1,0,5,1,26.78,28.998799999999996,62.0,7.0015,Clear/Partly Cloudy,Fall,0.13095238095238096,Night (0-6),Fall - Clear/Partly Cloudy,Weekend,168
