instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,is_weekend,temp_actual,atemp_actual,hum_actual,windspeed_actual,weather_desc,season_desc,casual_ratio,season_weather,day_type,check_cnt
301,2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,2011,10,28,4,0,7.549151,5.041591999999998,58.58330000000001,15.375093,Misty/Cloudy,Winter,0.12169735788630905,Winter - Misty/Cloudy,Regular Working Day,3747
302,2011-10-29,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,2011,10,29,5,1,3.945848999999999,-0.9577419999999996,88.25,23.541857,Light Rain/Snow,Winter,0.09090909090909091,Winter - Light Rain/Snow,Weekend,627
303,2011-10-30,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,2011,10,30,6,1,7.000848999999999,5.207713999999999,62.375,11.833339,Clear/Partly Cloudy,Winter,0.26568598018613027,Winter - Clear/Partly Cloudy,Weekend,3331
304,2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,2011,10,31,0,0,7.98,7.5001580000000025,70.3333,7.12545,Clear/Partly Cloudy,Winter,0.09866448623603162,Winter - Clear/Partly Cloudy,Regular Working Day,3669
305,2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,2011,11,1,1,0,10.839151000000001,10.207808,68.375,9.083257,Clear/Partly Cloudy,Winter,0.1007866273352999,Winter - Clear/Partly Cloudy,Regular Working Day,4068
306,2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,2011,11,2,2,0,9.7425,9.748778000000001,71.875,5.5001439,Clear/Partly Cloudy,Winter,0.08838987099856666,Winter - Clear/Partly Cloudy,Regular Working Day,4186
307,2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,2011,11,3,3,0,11.191651,10.790785999999997,70.20830000000001,9.166739,Clear/Partly Cloudy,Winter,0.08002013085052843,Winter - Clear/Partly Cloudy,Regular Working Day,3974
308,2011-11-04,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,2011,11,4,4,0,10.956651,10.623871999999999,62.25000000000001,18.209193,Misty/Cloudy,Winter,0.11616411270390509,Winter - Misty/Cloudy,Regular Working Day,4046
309,2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,2011,11,5,5,1,7.353349,5.374364,51.916700000000006,12.667154,Clear/Partly Cloudy,Winter,0.2944472745797249,Winter - Clear/Partly Cloudy,Weekend,3926
310,2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,2011,11,6,6,1,8.371651,7.915628000000002,73.4583,6.1676314,Clear/Partly Cloudy,Winter,0.2608933954508084,Winter - Clear/Partly Cloudy,Weekend,3649
311,2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,2011,11,7,0,0,10.565000000000001,10.457486,75.875,3.834075,Clear/Partly Cloudy,Winter,0.09244114002478315,Winter - Clear/Partly Cloudy,Regular Working Day,4035
312,2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,2011,11,8,1,0,11.191651,11.208236,72.16669999999999,4.6255125,Clear/Partly Cloudy,Winter,0.08941736028537456,Winter - Clear/Partly Cloudy,Regular Working Day,4205
313,2011-11-09,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,2011,11,9,2,0,10.8,10.999214000000002,75.83330000000001,4.1671186,Clear/Partly Cloudy,Winter,0.07422730591384766,Winter - Clear/Partly Cloudy,Regular Working Day,4109
314,2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,2011,11,10,3,0,9.86,8.665586000000001,81.3333,12.667489000000002,Misty/Cloudy,Winter,0.0647800886464371,Winter - Misty/Cloudy,Regular Working Day,2933
315,2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,2011,11,11,4,0,7.235849,4.2499220000000015,44.625,21.083225,Clear/Partly Cloudy,Winter,0.13064133016627077,Winter - Clear/Partly Cloudy,Holiday,3368
316,2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,2011,11,12,5,1,8.763349000000002,7.624171999999998,55.2917,14.208154,Clear/Partly Cloudy,Winter,0.31349889353331695,Winter - Clear/Partly Cloudy,Weekend,4067
317,2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,2011,11,13,6,1,12.719151,12.4163,45.8333,18.875307,Clear/Partly Cloudy,Winter,0.2701103040086091,Winter - Clear/Partly Cloudy,Weekend,3717
318,2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,2011,11,14,0,0,16.91,18.624392,58.7083,20.541932,Clear/Partly Cloudy,Winter,0.1326348640213999,Winter - Clear/Partly Cloudy,Regular Working Day,4486
319,2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,2011,11,15,1,0,16.91,17.500214,68.875,13.375411,Misty/Cloudy,Winter,0.10703218116805721,Winter - Misty/Cloudy,Regular Working Day,4195
320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,2011,11,16,2,0,13.463349000000001,13.831208,93.0,9.167543,Light Rain/Snow,Winter,0.07980187121629059,Winter - Light Rain/Snow,Regular Working Day,1817
321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,2011,11,17,3,0,8.058349,5.332585999999999,57.5833,20.459254,Misty/Cloudy,Winter,0.04552898788077301,Winter - Misty/Cloudy,Regular Working Day,3053
322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,2011,11,18,4,0,4.885849,1.9995860000000008,41.0,11.291711,Clear/Partly Cloudy,Winter,0.07222877358490566,Winter - Clear/Partly Cloudy,Regular Working Day,3392
323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,2011,11,19,5,1,7.470848999999999,5.415878000000003,50.208299999999994,15.041232,Clear/Partly Cloudy,Winter,0.25743925743925744,Winter - Clear/Partly Cloudy,Weekend,3663
324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,2011,11,20,6,1,13.776651000000001,14.165828000000001,68.45830000000001,12.45865,Misty/Cloudy,Winter,0.22357954545454545,Winter - Misty/Cloudy,Weekend,3520
325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,2011,11,21,0,0,13.032499999999999,13.374092000000001,91.0,9.249618,Light Rain/Snow,Winter,0.07956600361663653,Winter - Light Rain/Snow,Regular Working Day,2765
326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,2011,11,22,1,0,11.583349000000002,11.831936000000002,96.25,7.959064,Light Rain/Snow,Winter,0.042937149968886125,Winter - Light Rain/Snow,Regular Working Day,1607
327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,2011,11,23,2,0,12.719151,12.415441999999999,75.79169999999999,22.500275,Misty/Cloudy,Winter,0.043647700701480906,Winter - Misty/Cloudy,Regular Working Day,2566
328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,2011,11,24,3,0,9.546651,8.583086000000002,54.9167,11.209368000000001,Clear/Partly Cloudy,Winter,0.3745819397993311,Winter - Clear/Partly Cloudy,Holiday,1495
329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,2011,11,25,4,0,9.625,9.124285999999998,64.375,6.6260186,Clear/Partly Cloudy,Winter,0.3921919770773639,Winter - Clear/Partly Cloudy,Regular Working Day,2792
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,2011,11,26,5,1,9.664151,9.415742000000002,68.1667,4.5841936,Clear/Partly Cloudy,Winter,0.4071056062581486,Winter - Clear/Partly Cloudy,Weekend,3068
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,2011,11,27,6,1,13.580849,14.082799999999999,69.8333,13.999918,Clear/Partly Cloudy,Winter,0.2637577336372517,Winter - Clear/Partly Cloudy,Weekend,3071
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,2011,11,28,0,0,15.663466,16.348052000000003,74.3043,9.522174,Clear/Partly Cloudy,Winter,0.06542539436255496,Winter - Clear/Partly Cloudy,Regular Working Day,3867
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,2011,11,29,1,0,13.541650999999998,13.790750000000003,83.08330000000001,17.292164,Misty/Cloudy,Winter,0.032944406314344546,Winter - Misty/Cloudy,Regular Working Day,2914
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,2011,11,30,2,0,7.275,4.540586000000001,61.3333,18.167586,Clear/Partly Cloudy,Winter,0.05203432050927207,Winter - Clear/Partly Cloudy,Regular Working Day,3613
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,2011,12,1,3,0,6.6875,4.166564000000001,52.4583,14.750586,Clear/Partly Cloudy,Winter,0.04883284142742152,Winter - Clear/Partly Cloudy,Regular Working Day,3727
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,2011,12,2,4,0,6.765848999999999,5.874578,62.583299999999994,6.750518,Clear/Partly Cloudy,Winter,0.06802030456852792,Winter - Clear/Partly Cloudy,Regular Working Day,3940
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,2011,12,3,5,1,6.060849000000001,4.499863999999999,61.291700000000006,6.4174811,Clear/Partly Cloudy,Winter,0.1953514111787493,Winter - Clear/Partly Cloudy,Weekend,3614
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,2011,12,4,6,1,7.549151,7.040600000000001,77.5833,5.6252061,Clear/Partly Cloudy,Winter,0.181922525107604,Winter - Clear/Partly Cloudy,Weekend,3485
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,2011,12,5,0,0,10.134151,9.99905,82.70830000000001,4.1679561000000005,Misty/Cloudy,Winter,0.06113880871162425,Winter - Misty/Cloudy,Regular Working Day,3811
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,2011,12,6,1,0,13.7375,14.122399999999999,94.9583,15.583061,Light Rain/Snow,Winter,0.04857363145720894,Winter - Light Rain/Snow,Regular Working Day,2594
341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,2011,12,7,2,0,11.27,10.416235999999998,97.04169999999999,17.833725,Light Rain/Snow,Winter,0.07092198581560284,Winter - Light Rain/Snow,Regular Working Day,705
342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,2011,12,8,3,0,4.494150999999999,0.9579079999999998,57.99999999999999,16.083886,Clear/Partly Cloudy,Winter,0.04515352197471403,Winter - Clear/Partly Cloudy,Regular Working Day,3322
343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,2011,12,9,4,0,5.669151000000001,4.9577719999999985,69.58330000000001,5.5420189,Clear/Partly Cloudy,Winter,0.07209944751381216,Winter - Clear/Partly Cloudy,Regular Working Day,3620
344,2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,2011,12,10,5,1,4.925000000000001,1.5831920000000004,50.74999999999999,15.625807,Clear/Partly Cloudy,Winter,0.1573667711598746,Winter - Clear/Partly Cloudy,Weekend,3190
345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,2011,12,11,6,1,2.3791510000000002,0.708164,49.0,4.458293899999999,Clear/Partly Cloudy,Winter,0.13744075829383887,Winter - Clear/Partly Cloudy,Weekend,2743
346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,2011,12,12,0,0,3.201651,1.8329360000000001,67.08330000000001,4.251150000000001,Clear/Partly Cloudy,Winter,0.043202416918429,Winter - Clear/Partly Cloudy,Regular Working Day,3310
347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,2011,12,13,1,0,5.277499999999998,3.875108000000001,59.0,9.41685,Clear/Partly Cloudy,Winter,0.043996593812091964,Winter - Clear/Partly Cloudy,Regular Working Day,3523
348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,2011,12,14,2,0,6.922499999999999,6.331892,66.375,4.0842061,Misty/Cloudy,Winter,0.04759358288770053,Winter - Misty/Cloudy,Regular Working Day,3740
349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,2011,12,15,3,0,11.857499999999998,11.207642,63.416700000000006,17.958814,Misty/Cloudy,Winter,0.048800215691561066,Winter - Misty/Cloudy,Regular Working Day,3709
350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,2011,12,16,4,0,9.625,7.748450000000002,50.0417,17.458525,Misty/Cloudy,Winter,0.04976237070170534,Winter - Misty/Cloudy,Regular Working Day,3577
351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,2011,12,17,5,1,4.1416509999999995,0.4584860000000006,56.0833,16.292189,Misty/Cloudy,Winter,0.10040160642570281,Winter - Misty/Cloudy,Weekend,2739
352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,2011,12,18,6,1,3.201651,0.20821399999999812,58.62500000000001,11.375193000000001,Clear/Partly Cloudy,Winter,0.09049773755656108,Winter - Clear/Partly Cloudy,Weekend,2431
353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,2011,12,19,0,0,5.003349,2.5415779999999977,63.74999999999999,11.584031999999999,Clear/Partly Cloudy,Winter,0.07640317367029092,Winter - Clear/Partly Cloudy,Regular Working Day,3403
354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,2011,12,20,1,0,10.134151,10.165963999999999,59.5417,4.1252436,Misty/Cloudy,Winter,0.0576,Winter - Misty/Cloudy,Regular Working Day,3750
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,2011,12,21,2,0,12.131651000000002,12.249122,85.83330000000001,14.8338,Misty/Cloudy,Spring,0.040225563909774435,Spring - Misty/Cloudy,Regular Working Day,2660
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,2011,12,22,3,0,11.896651000000002,12.123986000000002,75.75,3.1674249999999997,Misty/Cloudy,Spring,0.07398956975228162,Spring - Misty/Cloudy,Regular Working Day,3068
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,2011,12,23,4,0,9.546651,8.915858,68.625,18.374482,Clear/Partly Cloudy,Spring,0.07378904481665913,Spring - Clear/Partly Cloudy,Regular Working Day,2209
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,2011,12,24,5,1,6.217499999999999,3.7499719999999996,54.25,12.750368,Clear/Partly Cloudy,Spring,0.1533135509396637,Spring - Clear/Partly Cloudy,Weekend,1011
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,2011,12,25,6,1,4.914801000000001,2.4774260000000012,68.13040000000001,10.391097,Clear/Partly Cloudy,Spring,0.40185676392572944,Spring - Clear/Partly Cloudy,Weekend,754
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,2011,12,26,0,0,7.121732999999999,4.825310000000002,50.6957,16.044155,Clear/Partly Cloudy,Spring,0.32649962034927865,Spring - Clear/Partly Cloudy,Holiday,1317
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,2011,12,27,1,0,7.275,5.6237780000000015,76.25,12.62615,Misty/Cloudy,Spring,0.08864027538726334,Spring - Misty/Cloudy,Regular Working Day,1162
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,2011,12,28,2,0,6.05911,2.4782839999999986,50.39130000000001,19.695386999999997,Clear/Partly Cloudy,Spring,0.1107732406602954,Spring - Clear/Partly Cloudy,Regular Working Day,2302
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,2011,12,29,3,0,3.6716510000000007,1.4168720000000015,57.4167,8.000604000000001,Clear/Partly Cloudy,Spring,0.10482872472141973,Spring - Clear/Partly Cloudy,Regular Working Day,2423
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,2011,12,30,4,0,6.648349000000001,5.041591999999998,63.6667,9.000579,Clear/Partly Cloudy,Spring,0.16372124041347116,Spring - Clear/Partly Cloudy,Regular Working Day,2999
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,2011,12,31,5,1,11.27,11.331986,61.583299999999994,14.750318,Clear/Partly Cloudy,Spring,0.2676056338028169,Spring - Clear/Partly Cloudy,Weekend,2485
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,2012,1,1,6,1,9.39,8.790986,69.25,12.875189,Clear/Partly Cloudy,Spring,0.2990409764603313,Spring - Clear/Partly Cloudy,Weekend,2294
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,2012,1,2,0,0,4.833020999999999,0.6520639999999993,38.130399999999995,22.087555,Clear/Partly Cloudy,Spring,0.12506406970784215,Spring - Clear/Partly Cloudy,Holiday,1951
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,2012,1,3,1,0,-0.9500000000000002,-7.665850000000001,44.125,24.499957000000002,Clear/Partly Cloudy,Spring,0.03980322003577817,Spring - Clear/Partly Cloudy,Regular Working Day,2236
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,2012,1,4,2,0,-2.9475,-8.123758,41.4583,12.3749,Misty/Cloudy,Spring,0.04011824324324324,Spring - Misty/Cloudy,Regular Working Day,2368
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,2012,1,5,3,0,4.494150999999999,2.3751919999999984,52.416700000000006,8.709128999999999,Clear/Partly Cloudy,Spring,0.042787286063569685,Spring - Clear/Partly Cloudy,Regular Working Day,3272
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,2012,1,6,4,0,7.705848999999999,6.457622000000001,54.2083,11.249836,Clear/Partly Cloudy,Spring,0.0749145924841386,Spring - Clear/Partly Cloudy,Regular Working Day,4098
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,2012,1,7,5,1,10.486650999999998,9.791414,53.1667,11.708786,Clear/Partly Cloudy,Spring,0.23667330236673303,Spring - Clear/Partly Cloudy,Weekend,4521
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,2012,1,8,6,1,7.862500000000001,6.457028000000001,46.5,12.833314,Clear/Partly Cloudy,Spring,0.17489051094890512,Spring - Clear/Partly Cloudy,Weekend,3425
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,2012,1,9,0,0,2.5358490000000007,0.33361400000000074,70.1667,6.6263000000000005,Misty/Cloudy,Spring,0.04461279461279461,Spring - Misty/Cloudy,Regular Working Day,2376
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,2012,1,10,1,0,6.508712000000001,5.042515999999999,64.65220000000001,12.565984,Clear/Partly Cloudy,Spring,0.048082267926625906,Spring - Clear/Partly Cloudy,Regular Working Day,3598
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,2012,1,11,2,0,4.885849,2.6661859999999997,84.75,8.791807,Misty/Cloudy,Spring,0.042259990813045475,Spring - Misty/Cloudy,Regular Working Day,2177
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,2012,1,12,3,0,9.9775,9.207908,80.2917,12.124789,Misty/Cloudy,Spring,0.06565779838906517,Spring - Misty/Cloudy,Regular Working Day,4097
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,2012,1,13,4,0,4.885849,0.4578920000000011,50.74999999999999,25.333236,Clear/Partly Cloudy,Spring,0.054138145612943375,Spring - Clear/Partly Cloudy,Regular Working Day,3214
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,2012,1,14,5,1,0.4599999999999991,-3.916257999999999,45.75,12.541260999999999,Clear/Partly Cloudy,Spring,0.13357400722021662,Spring - Clear/Partly Cloudy,Weekend,2493
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,2012,1,15,6,1,-0.16665099999999988,-5.332750000000001,41.9167,16.834286,Clear/Partly Cloudy,Spring,0.12289052358286456,Spring - Clear/Partly Cloudy,Weekend,2311
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,2012,1,16,0,0,0.9299999999999997,-3.4162420000000004,52.25,15.500986000000001,Clear/Partly Cloudy,Spring,0.09442993907745866,Spring - Clear/Partly Cloudy,Holiday,2298
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,2012,1,17,1,0,9.533021000000002,8.042348,71.6087,23.39171,Misty/Cloudy,Spring,0.043270868824531517,Spring - Misty/Cloudy,Regular Working Day,2935
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.38061125,109,3267,3376,2012,1,18,2,0,6.2566510000000015,2.1667640000000006,44.333299999999994,27.833743,Clear/Partly Cloudy,Spring,0.032286729857819906,Spring - Clear/Partly Cloudy,Regular Working Day,3376
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,2012,1,19,3,0,0.9299999999999997,-3.4574919999999985,49.75,14.750586,Clear/Partly Cloudy,Spring,0.03948967193195626,Spring - Clear/Partly Cloudy,Regular Working Day,3292
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,2012,1,20,4,0,2.2225,-1.4167720000000017,45.0,13.58425,Misty/Cloudy,Spring,0.03635788808093582,Spring - Misty/Cloudy,Regular Working Day,3163
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,2012,1,21,5,1,0.14665099999999853,-4.45825,83.125,14.917014,Misty/Cloudy,Spring,0.05149884704073789,Spring - Misty/Cloudy,Weekend,1301
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,2012,1,22,6,1,-0.3624999999999998,-5.291499999999999,79.625,13.375746000000001,Misty/Cloudy,Spring,0.09914011127971674,Spring - Misty/Cloudy,Weekend,1977
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,2012,1,23,0,0,2.2616510000000005,0.041827999999998866,91.125,7.417436,Misty/Cloudy,Spring,0.05962171052631579,Spring - Misty/Cloudy,Regular Working Day,2432
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,2012,1,24,1,0,8.0975,7.041127999999997,83.58330000000001,8.292389,Clear/Partly Cloudy,Spring,0.10117538603364831,Spring - Clear/Partly Cloudy,Regular Working Day,4339
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,2012,1,25,2,0,5.825849,3.4581860000000013,64.375,10.791756999999999,Clear/Partly Cloudy,Spring,0.10936768149882904,Spring - Clear/Partly Cloudy,Regular Working Day,4270
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,2012,1,26,3,0,8.058349,7.499299999999998,76.95830000000001,4.9175186,Misty/Cloudy,Spring,0.059877300613496935,Spring - Misty/Cloudy,Regular Working Day,4075
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,2012,1,27,4,0,11.974999999999998,11.415278,74.125,22.958689,Misty/Cloudy,Spring,0.07783564814814815,Spring - Misty/Cloudy,Regular Working Day,3456
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,2012,1,28,5,1,6.844150999999998,5.541013999999997,54.333299999999994,14.125542999999999,Clear/Partly Cloudy,Spring,0.19264230673626648,Spring - Clear/Partly Cloudy,Weekend,4023
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,2012,1,29,6,1,5.277499999999998,1.9995860000000008,31.125000000000004,16.08335,Clear/Partly Cloudy,Spring,0.17206290471785385,Spring - Clear/Partly Cloudy,Weekend,3243
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,2012,1,30,0,0,4.650848999999999,1.3332499999999996,40.0833,14.458064,Clear/Partly Cloudy,Spring,0.0347682119205298,Spring - Clear/Partly Cloudy,Regular Working Day,3624
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,2012,1,31,1,0,10.330000000000002,9.166922,41.6667,17.541739,Clear/Partly Cloudy,Spring,0.0718562874251497,Spring - Clear/Partly Cloudy,Regular Working Day,4509
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,2012,2,1,2,0,14.050849,14.791508,50.79169999999999,12.667489000000002,Clear/Partly Cloudy,Spring,0.06639004149377593,Spring - Clear/Partly Cloudy,Regular Working Day,4579
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,2012,2,2,3,0,10.760849,10.332086,67.29169999999999,12.541528999999999,Misty/Cloudy,Spring,0.050518479127891515,Spring - Misty/Cloudy,Regular Working Day,3761
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,2012,2,3,4,0,6.726650999999999,4.416836,52.6667,11.959232,Clear/Partly Cloudy,Spring,0.07468079980727535,Spring - Clear/Partly Cloudy,Regular Working Day,4151
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,2012,2,4,5,1,4.415849,1.9998499999999986,77.95830000000001,8.167032,Misty/Cloudy,Spring,0.13559322033898305,Spring - Misty/Cloudy,Weekend,2832
